company_name,company_category_list,investor_name,funding_round_type,funding_round_code,funded_at,raised_amount_usd
Apogee Photonics,Hardware + Software,Finaventures,venture,NA,2005-07-26,9700000
Apogee Photonics,Hardware + Software,Intel Capital,venture,NA,2005-07-26,9700000
Apogee Photonics,Hardware + Software,Redpoint Ventures,venture,NA,2005-07-26,9700000
Apogee Photonics,Hardware + Software,TL Ventures,venture,NA,2005-07-26,9700000
appAttach,App Discovery|Apps|Hardware|Marketplaces|Mobile Devices,Alliance of Angels,venture,NA,2013-10-25,1093469
appAttach,App Discovery|Apps|Hardware|Marketplaces|Mobile Devices,Point B Capital,venture,NA,2013-10-25,1093469
Applied Isotope Technologies,Hardware + Software,Pittsburgh Life Sciences Greenhouse,venture,NA,2006-03-21,1e+05
Applied Isotope Technologies,Hardware + Software,Pittsburgh Life Sciences Greenhouse,venture,NA,2007-11-06,150000
Aprius,Hardware + Software,Gold Hill Capital,venture,B,2008-09-04,2e+07
Aprius,Hardware + Software,Lightspeed Venture Partners,venture,A,2007-05-02,1.1e+07
Aprius,Hardware + Software,Lightspeed Venture Partners,venture,B,2008-09-04,2e+07
Aprius,Hardware + Software,Lightspeed Venture Partners,venture,A,2006-01-01,2e+06
Aprius,Hardware + Software,Menlo Ventures,venture,B,2008-09-04,2e+07
Aprius,Hardware + Software,New Enterprise Associates,venture,A,2007-05-02,1.1e+07
Aprius,Hardware + Software,New Enterprise Associates,venture,B,2008-09-04,2e+07
Aprius,Hardware + Software,New Enterprise Associates,venture,A,2006-01-01,2e+06
Aprius,Hardware + Software,Silicon Valley Bank,venture,B,2008-09-04,2e+07
Arbor Photonics,Hardware + Software,Ann Arbor SPARK,venture,NA,2009-03-09,2248258
Arbor Photonics,Hardware + Software,RPM Ventures,seed,NA,2007-11-26,2e+05
Arctic Sand Technologies,Hardware + Software,Arsenal Venture Partners,venture,A,2013-01-14,9600000
Argil Data Corp,Analytics|Big Data|Databases|Hardware|Software|Storage,InnoSpring Seed Fund,seed,NA,2014-07-19,NA
ARIO Data Networks,Hardware + Software,Anthem Venture Partners,venture,NA,2005-04-01,5050000
ARIO Data Networks,Hardware + Software,Anthem Venture Partners,venture,E,2006-07-01,8e+06
ARIO Data Networks,Hardware + Software,Clearstone Venture Partners,venture,NA,2004-02-02,17300000
ARIO Data Networks,Hardware + Software,Clearstone Venture Partners,venture,NA,2005-04-01,5050000
ARIO Data Networks,Hardware + Software,Clearstone Venture Partners,venture,E,2006-07-01,8e+06
ARIO Data Networks,Hardware + Software,Evercore Partners,venture,NA,2004-02-02,17300000
ARIO Data Networks,Hardware + Software,Evercore Partners,venture,E,2006-07-01,8e+06
ARIO Data Networks,Hardware + Software,Silicon Valley Bank,venture,E,2006-07-01,8e+06
ARIO Data Networks,Hardware + Software,Triton Asset Management,venture,NA,2004-02-02,17300000
Aristos Logic,Hardware + Software,EMC,venture,G,2007-08-02,13360000
Aristos Logic,Hardware + Software,Emulex,venture,G,2007-08-02,13360000
Aristos Logic,Hardware + Software,JPMorgan Partners (JPMP),venture,B,2001-12-18,15500000
Aristos Logic,Hardware + Software,JPMorgan Partners (JPMP),venture,D,2003-03-17,2e+07
Aristos Logic,Hardware + Software,JPMorgan Partners (JPMP),venture,D,2004-10-05,1.2e+07
Aristos Logic,Hardware + Software,J.P. Morgan Securities Inc.,venture,G,2007-08-02,13360000
Aristos Logic,Hardware + Software,Panorama Capital,venture,F,2006-09-21,1.5e+07
Aristos Logic,Hardware + Software,Quantum Technology Ventures,venture,B,2001-12-18,15500000
Aristos Logic,Hardware + Software,Seagate,venture,G,2007-08-02,13360000
Aristos Logic,Hardware + Software,TPG Growth,venture,G,2007-08-02,13360000
Aristos Logic,Hardware + Software,Woodside Fund,venture,D,2003-03-17,2e+07
Aristos Logic,Hardware + Software,Woodside Fund,venture,D,2004-10-05,1.2e+07
Aristos Logic,Hardware + Software,Woodside Fund,venture,F,2006-09-21,1.5e+07
Aristos Logic,Hardware + Software,Woodside Fund,venture,G,2007-08-02,13360000
ArrowPoint Communications,Communications Hardware|Enterprise Software|Hardware|Networking,Accel,venture,B,1998-03-01,10300000
ArrowPoint Communications,Communications Hardware|Enterprise Software|Hardware|Networking,Matrix Partners,venture,A,1997-01-01,5500000
ArrowPoint Communications,Communications Hardware|Enterprise Software|Hardware|Networking,Matrix Partners,venture,B,1998-03-01,10300000
ArrowPoint Communications,Communications Hardware|Enterprise Software|Hardware|Networking,North Bridge Venture Partners & Growth Equity,venture,A,1997-01-01,5500000
ArrowPoint Communications,Communications Hardware|Enterprise Software|Hardware|Networking,North Bridge Venture Partners & Growth Equity,venture,B,1998-03-01,10300000
Arteris,Hardware + Software,Crescendo Ventures,venture,C,2008-05-23,7500000
Arteris,Hardware + Software,Crescendo Ventures,venture,B,2007-06-19,8100000
Arteris,Hardware + Software,DoCoMo Capital,venture,C,2008-05-23,7500000
Arteris,Hardware + Software,Qualcomm Incorporated,venture,D,2009-12-18,12500000
Arteris,Hardware + Software,Synopsys,venture,C,2008-05-23,7500000
Arteris,Hardware + Software,Synopsys,venture,B,2007-06-19,8100000
Aruba Networks,Communications Hardware|Computers|Enterprise Software|Mobility|Wireless,Focus Ventures,venture,D,2006-10-30,3e+07
Aruba Networks,Communications Hardware|Computers|Enterprise Software|Mobility|Wireless,Matrix Partners,venture,D,2006-10-30,3e+07
Aruba Networks,Communications Hardware|Computers|Enterprise Software|Mobility|Wireless,Sequoia Capital,venture,D,2006-10-30,3e+07
Aruba Networks,Communications Hardware|Computers|Enterprise Software|Mobility|Wireless,Trinity Ventures,venture,D,2006-10-30,3e+07
Asetek,Computers|Hardware + Software|Networking|Water,D.E. Shaw & Co.,venture,B,2008-09-01,1.6e+07
Asetek,Computers|Hardware + Software|Networking|Water,KT Venture Group,venture,NA,2005-12-21,10860000
Asetek,Computers|Hardware + Software|Networking|Water,KT Venture Group,venture,NA,2009-12-15,8e+06
Asoka,Hardware + Software,Storm Ventures,venture,A,2007-10-04,7e+06
Asoka,Hardware + Software,Venrock,venture,A,2007-10-04,7e+06
Asset Vue LLC.,Hardware + Software|RFID,Ben Franklin Technology Partners of Southeastern Pennsylvania,venture,NA,2011-10-23,2e+05
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Flex Lab IX,venture,NA,2014-07-02,NA
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,FundersClub,venture,NA,2014-07-02,NA
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Mindfull Investors,venture,A,2014-01-06,1490497
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Sherpa Capital,venture,NA,2014-07-02,NA
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Sherpa Capital,venture,A,2014-01-06,1490497
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Signatures Capital,venture,NA,2014-07-02,NA
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Signatures Capital,venture,A,2014-01-06,1490497
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Bobby Yazdani,venture,NA,2014-07-02,NA
Atheer Labs,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,Bobby Yazdani,venture,A,2014-01-06,1490497
Atlas Wearables,Fitness|Hardware + Software|Wearables,SeedInvest,seed,NA,2014-11-14,1400000
Atlas Wearables,Fitness|Hardware + Software|Wearables,Techstars,seed,NA,2013-08-05,160000
Atlas5D,Hardware + Software,Microsoft Ventures,venture,NA,2013-11-11,NA
Atritech,Hardware + Software,Affinity Capital Management,venture,D,2007-09-06,2.2e+07
Atritech,Hardware + Software,SightLine Partners,venture,D,2007-09-06,2.2e+07
Atritech,Hardware + Software,Split Rock Partners,venture,D,2007-09-06,2.2e+07
Atritech,Hardware + Software,Thoma Bravo,venture,D,2007-09-06,2.2e+07
Atritech,Hardware + Software,Tullis-Dickerson,venture,D,2007-09-06,2.2e+07
Attune Systems,Hardware + Software,Allegis Capital,venture,B,2006-06-27,4e+06
Attune Systems,Hardware + Software,Alloy Ventures,venture,B,2006-06-27,4e+06
Attune Systems,Hardware + Software,Alloy Ventures,venture,NA,2006-11-14,1.4e+07
Attune Systems,Hardware + Software,GF Private Equity,venture,NA,2006-11-14,1.4e+07
Attune Systems,Hardware + Software,Quicksilver Ventures,venture,B,2006-06-27,4e+06
Attune Systems,Hardware + Software,Rock Creek Capital,venture,B,2006-06-27,4e+06
Attune Systems,Hardware + Software,Rock Creek Capital,venture,NA,2006-11-14,1.4e+07
Attune Systems,Hardware + Software,RWI Ventures,venture,NA,2006-11-14,1.4e+07
Attune Systems,Hardware + Software,Shea Ventures,venture,NA,2006-11-14,1.4e+07
Audyssey,All Markets|Audio|Cars|Consumers|Electronics|Hardware + Software|Software|Theatre,Intel Capital,undisclosed,NA,2014-11-05,NA
Augmentix,Hardware + Software,Austin Ventures,venture,B,2005-08-12,8590000
Augmentix,Hardware + Software,Centennial Ventures,venture,B,2005-08-12,8590000
Aurora Flight Sciences,Hardware + Software,SG Cowen,venture,A,2003-10-03,1.5e+07
Aurora Flight Sciences,Hardware + Software,Westbury Partners,venture,A,2003-10-03,1.5e+07
AutoBike,Automotive|Hardware,Ann Arbor SPARK,convertible_note,NA,2013-04-22,250000
AutoBike,Automotive|Hardware,Betaspring,seed,NA,2012-07-01,16000
Avega Systems,Hardware + Software,Cisco,venture,B,2007-04-01,7e+06
Avegant,Audio|Displays|Hardware|Mobile|Video,500 Startups,venture,A,2014-11-04,9370000
Avegant,Audio|Displays|Hardware|Mobile|Video,CKM Capital Partners,venture,NA,2013-11-08,1860397
Avegant,Audio|Displays|Hardware|Mobile|Video,CrunchFund,venture,A,2014-11-04,9370000
Avegant,Audio|Displays|Hardware|Mobile|Video,Intel Capital,venture,A,2014-11-04,9370000
Avegant,Audio|Displays|Hardware|Mobile|Video,Intel Capital,venture,B,2015-08-21,2.4e+07
Avegant,Audio|Displays|Hardware|Mobile|Video,Kickstarter,product_crowdfunding,NA,2014-02-23,1500000
Avegant,Audio|Displays|Hardware|Mobile|Video,Michigan Angel Fund,venture,NA,2013-11-08,1860397
Aveso,Hardware + Software,ARCH Venture Partners,venture,B,2006-10-23,6250000
Aveso,Hardware + Software,Frazier Technology Ventures,venture,B,2006-10-23,6250000
Aveso,Hardware + Software,The Dow Chemical Company,venture,B,2006-10-23,6250000
AXSUN Technologies,Hardware + Software,Electro Scientific Industries,venture,D,2006-11-07,1.5e+07
AXSUN Technologies,Hardware + Software,Prism Venture Management,venture,D,2006-11-07,1.5e+07
AXSUN Technologies,Hardware + Software,Stata Venture Partners,venture,D,2006-11-07,1.5e+07
AXSUN Technologies,Hardware + Software,VantagePoint Capital Partners,venture,D,2006-11-07,1.5e+07
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,Cisco,venture,B,2014-04-30,14500000
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,Crosslink Capital,venture,B,2014-04-30,14500000
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,Crosslink Capital,venture,A,2013-06-05,5400000
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,International Finance Corporation,venture,B,2014-04-30,14500000
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,SJF Ventures,venture,B,2014-04-30,14500000
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,Voyager Capital,venture,B,2014-04-30,14500000
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,Voyager Capital,venture,NA,2012-01-01,5500000
Ayla Networks,Hardware + Software|Internet of Things|Manufacturing|Services,Voyager Capital,venture,A,2013-06-05,5400000
B&W Tek,Hardware + Software,Summit Partners,venture,A,2005-01-24,2e+07
Band Industries,Consumer Electronics|Hardware + Software|Music|Startups,SOSV,seed,NA,2013-07-01,NA
Barracuda Networks,Communications Hardware|Computers|Security,Focus Ventures,venture,D,2006-09-26,NA
Barracuda Networks,Communications Hardware|Computers|Security,Francisco Partners,venture,NA,2006-01-09,4e+07
Barracuda Networks,Communications Hardware|Computers|Security,Sequoia Capital,venture,NA,2006-01-09,4e+07
Bay Storage Technologies,Data Centers|Hardware|Storage,SKTA Innopartners,seed,NA,2014-10-30,NA
BBOXX,Hardware + Software,Khosla Impact,venture,A,2013-11-14,1900000
Beartooth,Communications Hardware|Consumer Electronics|Internet of Things|Mobile|Public Safety,Dan Benton,convertible_note,NA,2015-06-15,2e+06
Beartooth,Communications Hardware|Consumer Electronics|Internet of Things|Mobile|Public Safety,Jesse Robbins,convertible_note,NA,2015-06-15,2e+06
Beats Electronics,Hardware|Music,The Carlyle Group,private_equity,NA,2013-09-27,5e+08
Beijing JoySee Technology,Hardware + Software,Intel Capital,undisclosed,NA,2011-08-03,NA
Belkin International,Electronics|Hardware + Software|Home Automation,Summit Partners,undisclosed,NA,2002-06-21,NA
Bellabeat,Hardware + Software|Health Care,Cherubic Ventures,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,CrunchFund,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,Fenox Venture Capital,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,Promus Ventures,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,SV Angel,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,Universal Music Group,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,Y Combinator,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,Justin Kan,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,Michael Seibel,seed,NA,2014-05-23,4500000
Bellabeat,Hardware + Software|Health Care,Paul Buchheit,seed,NA,2014-05-23,4500000
Ekso Bionics,Hardware + Software|Wearables,Scott Banister,venture,A,2010-12-07,NA
Bigfoot Networks,Hardware + Software|Interface Design|Technology,North Bridge Venture Partners & Growth Equity,venture,A,2008-05-01,8750000
