company_name,company_category_list,investor_name,funding_round_type,funding_round_code,funded_at,raised_amount_usd
Achievers,Employer Benefits Programs|Incentives|Services|Software,GrandBanks Capital,venture,C,2011-09-28,24500000
Achievers,Employer Benefits Programs|Incentives|Services|Software,GrandBanks Capital,venture,B,2009-05-07,5922326
Achievers,Employer Benefits Programs|Incentives|Services|Software,Relay Ventures,venture,NA,2011-09-19,1.4e+07
Achievers,Employer Benefits Programs|Incentives|Services|Software,Relay Ventures,venture,C,2011-09-28,24500000
Achievers,Employer Benefits Programs|Incentives|Services|Software,Relay Ventures,venture,A,2008-07-31,4700000
Achievers,Employer Benefits Programs|Incentives|Services|Software,Relay Ventures,venture,B,2009-05-07,5922326
Achievers,Employer Benefits Programs|Incentives|Services|Software,Sequoia Capital,venture,C,2011-09-28,24500000
Achilles Group,Enterprise Software,Ephor Group,venture,A,2008-01-09,2500000
Achilles Group,Enterprise Software,First Analysis,venture,A,2008-01-09,2500000
Acirro,Software,Raza Foundries,venture,NA,2001-06-01,9500000
Acompli,Android|Consumer Internet|Email|Enterprise Software|iOS|Mobile|Mobile Security|SaaS,Felicis Ventures,venture,A,2013-06-04,7300000
Acompli,Android|Consumer Internet|Email|Enterprise Software|iOS|Mobile|Mobile Security|SaaS,Harrison Metal,venture,A,2013-06-04,7300000
Acompli,Android|Consumer Internet|Email|Enterprise Software|iOS|Mobile|Mobile Security|SaaS,Redpoint Ventures,venture,A,2013-06-04,7300000
Aconex,Cloud Computing|Construction|Engineering Firms|Software,Francisco Partners,private_equity,NA,2008-09-23,8.5e+07
Acopia Networks,Software,Accel,venture,B,2003-05-21,3e+07
Acopia Networks,Software,Accel,venture,C,2004-11-05,2.5e+07
Acopia Networks,Software,Accel,venture,NA,2006-06-19,2e+07
Acopia Networks,Software,CRV,venture,B,2003-05-21,3e+07
Acopia Networks,Software,CRV,venture,C,2004-11-05,2.5e+07
Acopia Networks,Software,CRV,venture,NA,2006-06-19,2e+07
Acopia Networks,Software,Goldman Sachs,venture,C,2004-11-05,2.5e+07
