investor_name
Sequoia Capital
Wayra
500 Startups
New Enterprise Associates
Intel Capital
Y Combinator
Accel
Kleiner Perkins Caufield & Byers
Start-Up Chile
SV Angel
Draper Fisher Jurvetson (DFJ)
Techstars
First Round
Bessemer Venture Partners
Index Ventures
SOSV
Benchmark
Greylock Partners
Lightspeed Venture Partners
Andreessen Horowitz
High-Tech Gruenderfonds
Venrock
Atlas Venture
General Catalyst Partners
Google Ventures
Khosla Ventures
Redpoint Ventures
Menlo Ventures
Battery Ventures
Kima Ventures
Norwest Venture Partners - NVP
Canaan Partners
Plug & Play Ventures
Matrix Partners
IDG Capital Partners
Polaris Partners
U.S. Venture Partners (USVP)
True Ventures
Foundation Capital
Highland Capital Partners
RRE Ventures
Goldman Sachs
CRV
North Bridge Venture Partners & Growth Equity
Silicon Valley Bank
Mayfield Fund
Microsoft Ventures
Summit Partners
ff Venture Capital
Lerer Hippeau Ventures
InterWest Partners
Felicis Ventures
DCM
Founder Collective
Trinity Ventures
Sigma Partners
Austin Ventures
Oak Investment Partners
Great Oaks Venture Capital
BDC Venture Capital
Startupbootcamp
GGV Capital
Greycroft Partners
Eleven
Mohr Davidow Ventures
DAG Ventures
Crosslink Capital
Ignition Partners
Shasta Ventures
SoftBank Capital
Spark Capital
NXTP Labs
FLOODGATE
BoxGroup
Founders Fund
Fabrice Grinda
Morgenthaler Ventures
3i Group
Bain Capital Ventures
Qualcomm Ventures
SoftTech VC
Foundry Group
CrunchFund
DreamIt Ventures
Madrona Venture Group
VantagePoint Capital Partners
Seedcamp
Innovation Works
Union Square Ventures
Social Starts
Insight Venture Partners
Sutter Hill Ventures
Tiger Global Management
Pitango Venture Capital
Balderton Capital
Salesforce Ventures
August Capital
Domain Associates
Cyberport Hong Kong
Trident Capital
